2014-2015,54d0e1c63ad33bf4a9d80175,Lethbridge@Victoria,Victoria Vikes,Lethbridge Pronghorns
2014-2015,54cf37af3ad33bf4a9d7fdd2,MacEwan@UNBC,Northern British Columbia Timberwolves,MacEwan University Griffins
2014-2015,54d12b5d3ad33bf4a9d804ef,FraserValley@MountRoyal,Mount Royal Cougars ,Fraser Valley Cascades
2014-2015,54cf6d9a3ad33bf4a9d7fe23,Calgary@UBC,British Columbia Thunderbirds,Calgary Dinos
2014-2015,54cea6613ad33bf4a9d7fd80,TrinityWestern@Sasakatchewan,Saskatchewan Huskies,Trinity Western Spartans
2014-2015,54ceb03a3ad33bf4a9d7fd8f,BrandonUniversity@Alberta,Alberta Pandas,Brandon University Bobcats
2014-2015,54cfb0293ad33bf4a9d7ff41,Winnipeg@Manitoba,Manitoba Bisons,Winnipeg Wesmen
2014-2015,54cfb0293ad33bf4a9d7ff42,ThompsonRivers@UBCOkaganan,British Columbia - Okanagan ,Thompson Rivers University Wolfpack
2014-2015,54d0e50e3ad33bf4a9d801d0,Lethbridge@Victoria,Victoria Vikes,Lethbridge Pronghorns
2014-2015,54cd65c83ad33bf4a9d7fb75,MacEwan@UNBC,Northern British Columbia Timberwolves,MacEwan University Griffins
2014-2015,54ce01613ad33bf4a9d7fbe6,Calgary@UBC,British Columbia Thunderbirds,Calgary Dinos
2014-2015,54cd60703ad33bf4a9d7fb66,BrandonUniversity@Alberta,Alberta Pandas,Brandon University Bobcats
2014-2015,54cd4a6a3ad33bf4a9d7fb4e,TrinityWestern@Sasakatchewan,Saskatchewan Huskies,Trinity Western Spartans
2014-2015,54ce03433ad33bf4a9d7fbea,Manitoba@Winnipeg,Winnipeg Wesmen,Manitoba Bisons
2014-2015,54cf97c93ad33bf4a9d7feec,ThompsonRivers@UBCOkaganan,British Columbia - Okanagan ,Thompson Rivers University Wolfpack
2014-2015,54c6dca93ad33bf4a9d7ed74,UBC@TrinityWestern,Trinity Western Spartans,British Columbia Thunderbirds
2014-2015,54c6a5d13ad33bf4a9d7ecdf,UBCOkaganan@FraserValley,Fraser Valley Cascades,British Columbia - Okanagan 
2014-2015,54cb7e923ad33bf4a9d7f905,Victoria@Calgary,Calgary Dinos,Victoria Vikes
2014-2015,54c6a55a3ad33bf4a9d7ecdc,Alberta@Regina(Canada),Regina (Canada) Cougars,Alberta Pandas
2014-2015,54c63cd43ad33bf4a9d7eb63,UNBC@MountRoyal,Mount Royal Cougars ,Northern British Columbia Timberwolves
2014-2015,54d0400e3ad33bf4a9d800cc,Saskatchewan@Manitoba,Manitoba Bisons,Saskatchewan Huskies
2014-2015,54c632833ad33bf4a9d7eb4c,MacEwan@ThompsonRivers,Thompson Rivers University Wolfpack,MacEwan University Griffins
2014-2015,54c67e743ad33bf4a9d7ec83,BrandonUniversity@Winnipeg,Winnipeg Wesmen,Brandon University Bobcats
2014-2015,54c46c9a3ad33bf4a9d7e940,UBC@TrinityWestern,Trinity Western Spartans,British Columbia Thunderbirds
2014-2015,54c6a8a23ad33bf4a9d7ece3,UBCOkaganan@FraserValley,Fraser Valley Cascades,British Columbia - Okanagan 
2014-2015,54cb79e23ad33bf4a9d7f8fd,Victoria@Calgary,Calgary Dinos,Victoria Vikes
2014-2015,54c46aad3ad33bf4a9d7e93f,UNBC@MountRoyal,Mount Royal Cougars ,Northern British Columbia Timberwolves
2014-2015,54c63b6c3ad33bf4a9d7eb60,Alberta@Regina(Canada),Regina (Canada) Cougars,Alberta Pandas
2014-2015,54d038173ad33bf4a9d8007e,Saskatchewan@Manitoba,Manitoba Bisons,Saskatchewan Huskies
2014-2015,54c41bfa3ad33bf4a9d7e89f,MacEwan@ThompsonRivers,Thompson Rivers University Wolfpack,MacEwan University Griffins
2014-2015,54c386eb3ad33bf4a9d7e729,Winnipeg@BrandonUniversity,Brandon University Bobcats,Winnipeg Wesmen
2014-2015,54bd23f53ad33bf4a9d7d931,Winnipeg@Victoria,Victoria Vikes,Winnipeg Wesmen
2014-2015,54be51d33ad33bf4a9d7db8d,MountRoyal@UBCOkaganan,British Columbia - Okanagan ,Mount Royal Cougars 
2014-2015,54bcc01d3ad33bf4a9d7d849,BrandonUniversity@UBC,British Columbia Thunderbirds,Brandon University Bobcats
2014-2015,54bc4e363ad33bf4a9d7d716,Regina(Canada)@Saskatchewan,Saskatchewan Huskies,Regina (Canada) Cougars
2014-2015,54bc9c7e3ad33bf4a9d7d80a,FraserValley@MacEwan,MacEwan University Griffins,Fraser Valley Cascades
2014-2015,54bcf4263ad33bf4a9d7d888,Calgary@Lethbridge,Lethbridge Pronghorns,Calgary Dinos
2014-2015,54bcd87d3ad33bf4a9d7d862,ThompsonRivers@UNBC,Northern British Columbia Timberwolves,Thompson Rivers University Wolfpack
2014-2015,54beb5aa3ad33bf4a9d7dd3a,Manitoba@Alberta,Alberta Pandas,Manitoba Bisons
2014-2015,54be62b23ad33bf4a9d7db9f,MountRoyal@UBCOkaganan,British Columbia - Okanagan ,Mount Royal Cougars 
2014-2015,54bb07d03ad33bf4a9d7d4ff,Winnipeg@Victoria,Victoria Vikes,Winnipeg Wesmen
2014-2015,54bcb2fe3ad33bf4a9d7d846,BrandonUniversity@UBC,British Columbia Thunderbirds,Brandon University Bobcats
2014-2015,54baaf263ad33bf4a9d7d4c3,Manitoba@Alberta,Alberta Pandas,Manitoba Bisons
2014-2015,54ba6ba93ad33bf4a9d7d427,Calgary@Lethbridge,Lethbridge Pronghorns,Calgary Dinos
2014-2015,54ba8c513ad33bf4a9d7d467,FraserValley@MacEwan,MacEwan University Griffins,Fraser Valley Cascades
2014-2015,54ba81b13ad33bf4a9d7d436,Regina(Canada)@Saskatchewan,Saskatchewan Huskies,Regina (Canada) Cougars
2014-2015,54ba99563ad33bf4a9d7d476,ThompsonRivers@UNBC,Northern British Columbia Timberwolves,Thompson Rivers University Wolfpack
2014-2015,54b415e33ad33bf4a9d7c803,MountRoyal@FraserValley,Fraser Valley Cascades,Mount Royal Cougars 
2014-2015,54b3ae4c3ad33bf4a9d7c6e9,UNBC@MacEwan,MacEwan University Griffins,Northern British Columbia Timberwolves
2014-2015,54b477dd3ad33bf4a9d7c99a,Regina(Canada)@TrinityWestern,Trinity Western Spartans,Regina (Canada) Cougars
2014-2015,54b304223ad33bf4a9d7c654,UBC@Lethbridge,Lethbridge Pronghorns,British Columbia Thunderbirds
2014-2015,54b4840e3ad33bf4a9d7c9a2,Victoria@Manitoba,Manitoba Bisons,Victoria Vikes
2014-2015,54b404903ad33bf4a9d7c7b9,Alberta@Winnipeg,Winnipeg Wesmen,Alberta Pandas
2015-2016,56e539b550238a164763093c,OUA - RyersonUni@UniOttawa,Ottawa Gee-Gees,Ryerson University Rams
2015-2016,56e65aa750238a1647632c18,CanadaWest - Regina@Saskatchewan,Saskatchewan Huskies,Regina (Canada) Cougars
2015-2016,56e53f8d50238a1647630ec5,OUA - Windsor@McMaster,McMaster Marauders,Windsor Lancers
2015-2016,56e3f1a950238a164762c889,OUA - Windsor@RyersonUni,Ryerson University Rams,Windsor Lancers
2015-2016,56e4119b50238a164762db3d,OUA - McMaster@UniOttawa,Ottawa Gee-Gees,McMaster Marauders
2015-2016,56e40eb150238a164762db39,CanadaWest - Alberta@Saskatchewan,Saskatchewan Huskies,Alberta Pandas
2015-2016,56e6737e50238a1647632c20,CanadaWest - Regina@MacEwan,MacEwan University Griffins,Regina (Canada) Cougars
2015-2016,56dc730d50238a1647615f1a,CanadaWest - Calgary@Regina,Regina (Canada) Cougars,Calgary Dinos
2015-2016,56dc6b6650238a1647615f0f,CanadaWest - Victoria@MacEwan,MacEwan University Griffins,Victoria Vikes
2015-2016,56dc691050238a1647615f0d,CanadaWest - BritishColumbia@Saskatchewan,Saskatchewan Huskies,British Columbia Thunderbirds
2015-2016,56ddfa7b50238a164761955b,QuebecMontreal@McGill,McGill University Martlets,University Quebec - Montreal
2015-2016,56dc617e50238a1647615ed3,OUA - QueensOntario@McMaster,McMaster Marauders,Queens (ON) University Golden Gaels
2015-2016,56dc76df50238a1647615f21,OUA - Windsor@CarletonUni,Carleton University Ravens,Windsor Lancers
2015-2016,56dc3beb50238a1647615e69,OUA - Guelph@UniOttawa,Ottawa Gee-Gees,Guelph Gryphons
2015-2016,56dc30d550238a1647615e58,OUA - WesternOntario@RyersonUni,Ryerson University Rams,Western Ontario Mustangs
2015-2016,56daef3950238a16476127f8,CanadaWest - ThompsonRivers@Alberta,Alberta Pandas,Thompson Rivers University Wolfpack
2015-2016,56db9a8050238a1647612ccf,CanadaWest - Calgary@Regina,Regina (Canada) Cougars,Calgary Dinos
2015-2016,56daa8e550238a1647610e37,CanadaWest - Victoria@MacEwan,MacEwan University Griffins,Victoria Vikes
2015-2016,56db13f750238a1647612914,BritishColumbia@Saskatchewan,Saskatchewan Huskies,British Columbia Thunderbirds
2015-2016,56d9a32d50238a164760db47,CanadaWest - ThompsonRivers@Alberta,Alberta Pandas,Thompson Rivers University Wolfpack
2015-2016,56d9b13f50238a164760db82,ConcordiaQuebec@QuebecMontreal,University Quebec - Montreal,Concordia (QUE) Stingers
2015-2016,56d817ef50238a1647607392,OUA - Brock@Guelph,Guelph Gryphons,Brock Badgers
2015-2016,56d81c2250238a1647607f61,OUA - TorontoVarBlues@WesternOntario,Western Ontario Mustangs,Toronto Varsity Blues
2015-2016,56d7fa6650238a164760733c,OUA - Laurentian@QueensOntario,Queens (ON) University Golden Gaels,Laurentian Voyageurs 
2015-2016,56d819cc50238a1647607761,OUA - Laurier@Windsor,Windsor Lancers,Wilfrid Laurier
2015-2016,56d48f4050238a16475ff6e3,CanadaWest - TrinityWestern@Victoria,Victoria Vikes,Trinity Western Spartans
2015-2016,56d2e08b50238a16475fc19b,CanadaWest - TrinityWestern@Victoria,Victoria Vikes,Trinity Western Spartans
2015-2016,56d506a450238a16476009e4,CanadaWest - BritishColumbia@FraserValley,Fraser Valley Cascades,British Columbia Thunderbirds
2015-2016,56d4ad3950238a16475ff8b7,SaintMarys@CapeBreton,Cape Breton Capers,Saint Mary's (CAN) Huskies  
2015-2016,56dccf3850238a1647616dc0,StFrancisXavier@MemorialCan,Memorial Sea-Hawks,St. Francis Xavier X-Men
2015-2016,56d3404350238a16475fc3f7,Lakehead@Windsor,Windsor Lancers,Lakehead University Thunderwolves
2015-2016,56d57a2650238a1647602bd5,RyersonUni@York,York (ONT) Lions,Ryerson University Rams
2015-2016,56d331de50238a16475fc3a4,TorontoVarBlues@QueensOntario,Queens (ON) University Golden Gaels,Toronto Varsity Blues
2015-2016,56d3357b50238a16475fc3e4,CarletonUni@Nipissing,Nipissing Lakers,Carleton University Ravens
2015-2016,56d3500550238a16475fc49a,Brock@Guelph,Guelph Gryphons,Brock Badgers
2015-2016,56d439a250238a16475ff37e,Acadia@NewBrunswick,New Brunswick Varsity Reds,Acadia Axewomen
2015-2016,56d516c750238a1647601352,UniOttawa@Laurentian,Laurentian Voyageurs ,Ottawa Gee-Gees
2015-2016,56d3419d50238a16475fc3fb,Algoma@WesternOntario,Western Ontario Mustangs,Algoma Thunderbirds
2015-2016,56d359ee50238a16475fc7c4,Laval@QuebecMontreal,University Quebec - Montreal,Laval University
2015-2016,56d1e21350238a16475f8af5,CanadaWest - TrinityWestern@Victoria,Victoria Vikes,Trinity Western Spartans
2015-2016,56d1cfb750238a16475f8a98,CanadaWest - BritishColumbia@FraserValley,Fraser Valley Cascades,British Columbia Thunderbirds
2015-2016,56d5ffb550238a1647603787,Dalhousie@CapeBreton,Cape Breton Capers,Dalhousie Tigers
2015-2016,56d4557f50238a16475ff583,Algoma@Windsor,Windsor Lancers,Algoma Thunderbirds
2015-2016,56d1cd0c50238a16475f8a94,Lakehead@WesternOntario,Western Ontario Mustangs,Lakehead University Thunderwolves
2015-2016,56d1a07550238a16475f89ed,CarletonUni@Laurentian,Laurentian Voyageurs ,Carleton University Ravens
2015-2016,56d568c650238a1647602052,StFrancisXavier@MemorialCan,Memorial Sea-Hawks,St. Francis Xavier X-Men
2015-2016,56d5e66050238a1647603386,TorontoVarBlues@York,York (ONT) Lions,Toronto Varsity Blues
2015-2016,56d1a33c50238a16475f89f1,RyersonUni@QueensOntario,Queens (ON) University Golden Gaels,Ryerson University Rams
2015-2016,56d1e84650238a16475f8af9,McMaster@Guelph,Guelph Gryphons,McMaster Marauders
2015-2016,56d1b54e50238a16475f8a7e,UniOttawa@Nipissing,Nipissing Lakers,Ottawa Gee-Gees
2015-2016,56d022e750238a16475f39ba,Waterloo@Laurier,Wilfrid Laurier,Waterloo Warriors
2015-2016,56d24f8e50238a16475f94aa,McMaster@Brock,Brock Badgers,McMaster Marauders
2015-2016,56cde40d50238a16475ec2da,SaintMarys@Acadia,Acadia Axewomen,Saint Mary's (CAN) Huskies  
2015-2016,56cb9b8850238a16475e6031,BCOkanagan @ThompsonRivers,Thompson Rivers University Wolfpack,British Columbia - Okanagan 
2015-2016,56cb0f4350238a16475b858f,BrandonUni@Victoria,Victoria Vikes,Brandon University Bobcats
2015-2016,56cac5a050238a16475b7ae9,NorthernBC@MacEwan,MacEwan University Griffins,Northern British Columbia Timberwolves
2015-2016,56cb1d5050238a16475bf835,TrinityWestern@Lethbridge,Lethbridge Pronghorns,Trinity Western Spartans
2015-2016,56cadf8c50238a16475b7b03,FraserValley@MountRoyal,Mount Royal Cougars ,Fraser Valley Cascades
2015-2016,56d4bc0350238a16475ff9bd,CapeBreton@StFrancisXavier,St. Francis Xavier X-Men,Cape Breton Capers
2015-2016,56caf9eb50238a16475b853e,Calgary@Alberta,Alberta Pandas,Calgary Dinos
2015-2016,56cb53a350238a16475e5697,Saskatchewan@Regina,Regina (Canada) Cougars,Saskatchewan Huskies
2015-2016,56cc710150238a16475e91c5,ConcordiaQuebec@Bishops,Bishops Gaiters,Concordia (QUE) Stingers
2015-2016,56cafbf350238a16475b8542,TorontoVarBlues@Lakehead,Lakehead University Thunderwolves,Toronto Varsity Blues
2015-2016,56ca555450238a16475b4d3f,Waterloo@CarletonUni,Carleton University Ravens,Waterloo Warriors
2015-2016,56cb784750238a16475e5d3e,Laurentian@McMaster,McMaster Marauders,Laurentian Voyageurs 
2015-2016,56cb060550238a16475b857f,Winnipeg@BritishColumbia,British Columbia Thunderbirds,Winnipeg Wesmen
2015-2016,56cc5f9a50238a16475e8fc0,Nipissing@Brock,Brock Badgers,Nipissing Lakers
2015-2016,56cac33650238a16475b7ae7,Laurier@UniOttawa,Ottawa Gee-Gees,Wilfrid Laurier
2015-2016,56c9b88b50238a16475b46ec,Windsor@WesternOntario,Western Ontario Mustangs,Windsor Lancers
2015-2016,56c91ecc50238a16475b161a,BCOkanagan @ThompsonRivers,Thompson Rivers University Wolfpack,British Columbia - Okanagan 
2015-2016,56c8df0c50238a16475b158d,BrandonUni@Victoria,Victoria Vikes,Brandon University Bobcats
2015-2016,56c8abf450238a16475b10ff,TrinityWestern@Lethbridge,Lethbridge Pronghorns,Trinity Western Spartans
2015-2016,56c8a5de50238a16475b10f8,NorthernBC@MacEwan,MacEwan University Griffins,Northern British Columbia Timberwolves
2015-2016,56c8dcb750238a16475b158b,FraserValley@MountRoyal,Mount Royal Cougars ,Fraser Valley Cascades
2015-2016,56c8dc3d50238a16475b1588,Winnipeg@BritishColumbia,British Columbia Thunderbirds,Winnipeg Wesmen
2015-2016,56c8add650238a16475b1102,Saskatchewan@Regina,Regina (Canada) Cougars,Saskatchewan Huskies
2015-2016,56c982c750238a16475b3061,Laurentian@Brock,Brock Badgers,Laurentian Voyageurs 
2015-2016,56c986c750238a16475b366a,NewBrunswick@Acadia,Acadia Axewomen,New Brunswick Varsity Reds
2015-2016,56c902aa50238a16475b15ea,Nipissing@McMaster,McMaster Marauders,Nipissing Lakers
2015-2016,56c8a38550238a16475b10f7,RyersonUni@Lakehead,Lakehead University Thunderwolves,Ryerson University Rams
2015-2016,56c8b4dc50238a16475b110b,TorontoVarBlues@Guelph,Guelph Gryphons,Toronto Varsity Blues
2015-2016,56c8b5ce50238a16475b110c,Waterloo@UniOttawa,Ottawa Gee-Gees,Waterloo Warriors
2015-2016,56c8c90350238a16475b1574,York@Algoma,Algoma Thunderbirds,York (ONT) Lions
2015-2016,56c8948550238a16475b106a,Laurier@CarletonUni,Carleton University Ravens,Wilfrid Laurier
2015-2016,56c6431a50238a16475a919b,RyersonUni@Guelph,Guelph Gryphons,Toronto Metropolitan University
2015-2016,56c1a0b950238a164757ce22,MacEwan@BCOkanagan ,British Columbia - Okanagan ,MacEwan University Griffins
2015-2016,56c1c89150238a164757d448,ThompsonRivers@FraserValley,Fraser Valley Cascades,Thompson Rivers University Wolfpack
2015-2016,56c2edfe50238a164757e437,ManitobaBisons@TrinityWestern,Trinity Western Spartans,Manitoba Bisons
2015-2016,56c202a150238a164757d583,MountRoyal@NorthernBC,Northern British Columbia Timberwolves,Mount Royal Cougars 
2015-2016,56c1ace950238a164757ce3e,Alberta@Saskatchewan,Saskatchewan Huskies,Alberta Pandas
2015-2016,56c331f550238a164757ee91,Lethbridge@Winnipeg,Winnipeg Wesmen,Lethbridge Pronghorns
2015-2016,56c1229650238a164757cc1e,Nipissing@Laurentian,Laurentian Voyageurs,Nipissing Lakers
2015-2016,56c2f5f950238a164757e448,StFrancisXavier@NewBrunswick,New Brunswick Varsity Reds,St. Francis Xavier X-Men
2015-2016,56c1b4ce50238a164757d41f,BritishColumbia@BrandonUni,Brandon University Bobcats,British Columbia Thunderbirds
2015-2016,56c0c28f50238a164757ca07,Algoma@RyersonUni,Ryerson University Rams,Algoma Thunderbirds
2015-2016,56c10a4550238a164757cc04,Lakehead@Laurier,Wilfrid Laurier,Lakehead University Thunderwolves
2015-2016,56c14e5c50238a164757cd16,Guelph@Waterloo,Waterloo Warriors,Guelph Gryphons
2015-2016,56c20fbc50238a164757d61d,CarletonUni@McMaster,McMaster Marauders,Carleton University Ravens
2015-2016,56c1a0b950238a164757ce23,Windsor@QueensOntario,Queens (ON) University Golden Gaels,Windsor Lancers
2015-2016,56c3220450238a164757ee1d,CapeBreton@SaintMarys,Saint Mary's (CAN) Huskies  ,Cape Breton Capers
2016-2017,58c2ae6c35268c61b069df94,CIS - Laval@McGill,McGill University Martlets,Laval University
2016-2017,58c2ae6c35268c61b069df90,CarletonUni@QueensOntario,Queens (ON) University Golden Gaels,Carleton University Ravens
2016-2017,58c51f0635268c61b0a7e02f,CIS -  Regina@Saskatchewan,Saskatchewan Huskies,Regina (Canada) Cougars
2016-2017,58c2ae6c35268c61b069df8b,CarletonUni@CIS - McGill,McGill University Martlets,Carleton University Ravens
2016-2017,58c2ae6c35268c61b069df87,CIS - Laval@QueensOntario,Queens (ON) University Golden Gaels,Laval University
2016-2017,58c3d10c35268c61b003db03,Regina@CIS - Victoria,Victoria Vikes,Regina (Canada) Cougars
2016-2017,58c2ae6c35268c61b069df81,CIS - CapeBreton@Saskatchewan,Saskatchewan Huskies,Cape Breton Capers
2016-2017,58c0fe0035268c61b078dd1e,Regina@CIS - McGill,McGill University Martlets,Regina (Canada) Cougars
2016-2017,58c2092f35268c61b00782ba,CapeBreton@CIS - QueensOntario,Queens (ON) University Golden Gaels,Cape Breton Capers
2016-2017,58c0fe0035268c61b078dd22,CIS - CarletonUni@Victoria,Victoria Vikes,Carleton University Ravens
2016-2017,58c2161435268c61b00d3add,Laval@CIS - Saskatchewan,Saskatchewan Huskies,Laval University
2016-2017,58b9dfbb35268c61b0bb3387,AUS - Acadia@CapeBreton,Cape Breton Capers,Acadia Axewomen
2016-2017,58b9dfbb35268c61b0bb3380,AUS - Acadia@SaintMary's(CAN),Saint Mary's (CAN) Huskies  ,Acadia Axewomen
2016-2017,58b9e6c335268c61b0bd6453,RSEQ - Concordia(QUE)@McGill,McGill University Martlets,Concordia (QUE) Stingers
2016-2017,58adfd8c35268c61b0da8622,Ontario - Windsor@McMaster,McMaster Marauders,Windsor Lancers
2016-2017,58b1fc9635268c61b039991f,CanadaWest - Regina@Saskatchewan,Saskatchewan Huskies,Regina (Canada) Cougars
2016-2017,58adfd8c35268c61b0da8626,Ontario - CarletonUni@QueensOntario,Queens (ON) University Golden Gaels,Carleton University Ravens
2016-2017,58b9dfbb35268c61b0bb3383,AUS - CapeBreton@NewBrunswick,New Brunswick Varsity Reds,Cape Breton Capers
2016-2017,58b9dfbb35268c61b0bb337a,AUS - Acadia@PrinceEdward,Prince Edward Island Panthers,Acadia Axewomen
2016-2017,58adfd8c35268c61b0da861d,Ontario - Windsor@QueensOntario,Queens (ON) University Golden Gaels,Windsor Lancers
2016-2017,58b1fc9635268c61b0399918,CanadaWest - Winnipeg@Regina,Regina (Canada) Cougars,Winnipeg Wesmen
2016-2017,58b9dfbb35268c61b0bb337e,AUS - MemorialCan@CapeBreton,Cape Breton Capers,Memorial Sea-Hawks
2016-2017,58adfd8c35268c61b0da861f,Ontario - McMaster@CarletonUni,Carleton University Ravens,McMaster Marauders
2016-2017,58b1fc9635268c61b0399914,CanadaWest - Alberta@Saskatchewan,Saskatchewan Huskies,Alberta Pandas
2016-2017,58b9e6c335268c61b0bd6450,RSEQ - QuebecMontreal@McGill,McGill University Martlets,University Quebec - Montreal
2016-2017,57d76ed85762021398cd4a60,SaintMary's(CAN)@CapeBreton,Cape Breton Capers,Saint Mary's (CAN) Huskies  
2016-2017,57d76ed85762021398cd4a5f,PrinceEdward@StFrancisXavier,St. Francis Xavier X-Women,Prince Edward Island Panthers
2016-2017,57dc84961c496ea6cc6d1774,Bishops@QuebecMontreal,University Quebec - Montreal,Bishops Gaiters
2016-2017,58adfd8c35268c61b0da8603,Ontario - Lakehead@QueensOntario,Queens (ON) University Golden Gaels,Lakehead University Thunderwolves
2016-2017,58adfd8c35268c61b0da8600,Ontario - Laurier@CarletonUni,Carleton University Ravens,Wilfrid Laurier
